FinalRank:9.12218	21, iter=50
FinalRank:2.135749	31, iter=50
FinalRank:1.927446	72, iter=50
FinalRank:1.723594	63, iter=50
FinalRank:1.667059	9, iter=50
FinalRank:1.631539	78, iter=50
FinalRank:1.611655	92, iter=50
FinalRank:1.509583	71, iter=50
FinalRank:1.440427	45, iter=50
FinalRank:1.386811	95, iter=50
FinalRank:1.331226	27, iter=50
FinalRank:1.329219	86, iter=50
FinalRank:1.313975	37, iter=50
FinalRank:1.270373	83, iter=50
FinalRank:1.266456	88, iter=50
FinalRank:1.22696	1, iter=50
FinalRank:1.210429	15, iter=50
FinalRank:1.204049	70, iter=50
FinalRank:1.183045	80, iter=50
FinalRank:1.179873	99, iter=50
